title,type,link,date,comments,comments_2
حملة تستهدف سيارات الأجرة بالبيضاء .. وعقوبات تنتظر السائقين,regions,https://m.hespress.com/regions/448786.html,[],"
اذا فعلا السلطة للها نية تنظيم هذا القطاع ,فان عليها اولا ان تقوم بتهيئ محطات تليق بهذا القطاع,لان من العبث ان نتكلم عن التنظيم,في حين ان المسئوولين على المدينة كمدينة الدارالبيضاء,لايوجد بها محطات خاصة بسيارات الاجرة وايضا غياب ممرات خاصة بهذه السيارات على منوال تخصيص ممرات لحافلان النقل داخل المدينة,على غرار ماهو موجود في مدن الدول الاوربية,ولنا في اسبانيا القريبة والجارة المثل والنموذج,وبكل صراحة وضعية مدننا وطريقة تسييرها هي كارثة عظمى,لااحد يعمل لصالح هذا البلد ولجهته كل شيء غير منظم طرقنا والسير داخل مدننا فوضى..", فعلا السلطة للها نية تنظيم القطاع اولا تقوم بتهيئ محطات تليق القطاع لان العبث نتكلم التنظيم المسئوولين المدينة كمدينة الدارالبيضاء لايوجد محطات بسيارات الاجرة وايضا غياب ممرات بهذه السيارات منوال تخصيص ممرات لحافلان النقل داخل المدينة غرار ماهو موجود مدن الدول الاوربية ولنا اسبانيا القريبة والجارة المثل والنموذج وبكل وضعية مدننا وطريقة تسييرها كارثة عظمى لااحد يعمل لصالح البلد ولجهته شيء منظم طرقنا والسير داخل مدننا فوضى 
حملة تستهدف سيارات الأجرة بالبيضاء .. وعقوبات تنتظر السائقين,regions,https://m.hespress.com/regions/448786.html,[],"
اضرت بوجه المغرب والشعب المغربي مع ما يتوفر عليه بلدنا من جمال طبيعة لاتوجد الا في دول قليلة..
", اضرت بوجه المغرب والشعب المغربي يتوفر بلدنا جمال طبيعة لاتوجد دول قليلة 
حملة تستهدف سيارات الأجرة بالبيضاء .. وعقوبات تنتظر السائقين,regions,https://m.hespress.com/regions/448786.html,[],"
بعد اكتمال خط طرام 3 و 4 و الحافلات الجديدة التي ستبدء العمل في 2020 سيتحرر السكان من مشكل المواصلات ,يجب فقط المحافظة عليها
", اكتمال خط طرام الحافلات الجديدة ستبدء العمل سيتحرر السكان مشكل المواصلات يجب المحافظة 
حملة تستهدف سيارات الأجرة بالبيضاء .. وعقوبات تنتظر السائقين,regions,https://m.hespress.com/regions/448786.html,[],"
نحن مع الحملات الامنية لينضبط السائق المتهور .لان هناك قرار عاملي مؤرخ في 28 مارس2017 نص على عدة مقتضيات وبذلك فالمواطن مع الشرطة لمراقبة وزجر كل مخالف.اما تهديدكم بالوقفات فلا يهمنا انتم الخاسرين وخصوصا العامل بالروسيطة . لذا نطالب من السلطات المعنية بالتعجيل بالاسطول الحافلات والعمل على البدىء في الخط الثالث والرابع من الطرامواي للحد من كل تهديد وايجاد وسيلة نقل المواطنين بكل عناية.
", الحملات الامنية لينضبط السائق المتهور لان قرار عاملي مؤرخ نص مقتضيات وبذلك فالمواطن الشرطة لمراقبة وزجر مخالف تهديدكم بالوقفات يهمنا انتم الخاسرين وخصوصا العامل بالروسيطة لذا نطالب السلطات المعنية بالتعجيل بالاسطول الحافلات والعمل البدىء الخط الثالث والرابع الطرامواي للحد تهديد وايجاد وسيلة نقل المواطنين بكل عناية 
حملة تستهدف سيارات الأجرة بالبيضاء .. وعقوبات تنتظر السائقين,regions,https://m.hespress.com/regions/448786.html,[],"
يجب منع استعمال الراديو على مصرعه واختيار من الموسيقى الهاديءة التى تروق معضم الركاب و عدم التهور في السياقة مع احترام قانون السير حتى يبقى الزبناء مرتاحي البال ولا سيما المرضى منهم ،وان يكون رقم الطاكسي معلقا وبوضوح علي ""طابلو دو ببور"" حتى يتمكن الزبون من استعمال في حالة مخالفات الساءق عن الصواب.
", يجب منع استعمال الراديو مصرعه واختيار الموسيقى الهاديءة تروق معضم الركاب التهور السياقة احترام قانون السير يبقى الزبناء مرتاحي البال سيما المرضى منهم رقم الطاكسي معلقا وبوضوح طابلو دو ببور يتمكن الزبون استعمال حالة مخالفات الساءق الصواب 
حملة تستهدف سيارات الأجرة بالبيضاء .. وعقوبات تنتظر السائقين,regions,https://m.hespress.com/regions/448786.html,[],"
شكرا للسلطات.", شكرا للسلطات 
حملة تستهدف سيارات الأجرة بالبيضاء .. وعقوبات تنتظر السائقين,regions,https://m.hespress.com/regions/448786.html,[],"
لقد هرمنا من أجل هذه اللحظة التاريخية.
", لقد هرمنا اللحظة التاريخية 
"مجلس الأمن يمدد مهمة ""المينورسو"" لسنة واحدة",politique,https://m.hespress.com/politique/448813.html,[],"
الصحراء المغربية سوف تبقى دوما مغربية ... كما نفتخر بمغربيتها .
", الصحراء المغربية تبقى دوما مغربية نفتخر بمغربيتها 
"مجلس الأمن يمدد مهمة ""المينورسو"" لسنة واحدة",politique,https://m.hespress.com/politique/448813.html,[],"
المغرب في صحرائه والصحراء في مغربها هدا هو المهم بالنسبة لنا نحن المغاربة من غير دالك ﻻيهمنا تماما .أما قرارات مجلس اﻷمن مند سنوات وهي نفسها تدور في حلقة مفرغة ﻻتسمن وﻻ تغني من جوع وعلى حكام الجزائر والإنفصاليين أن يفهموا بأن الحكم الذاتي هو الحل الوحيد وﻻ غير ذالك .
", المغرب صحرائه والصحراء مغربها هدا المهم بالنسبة المغاربة دالك ﻻيهمنا تماما قرارات مجلس اﻷمن مند نفسها تدور حلقة مفرغة ﻻتسمن وﻻ تغني جوع حكام الجزائر والإنفصاليين يفهموا بأن الحكم الحل الوحيد وﻻ ذالك 
"مجلس الأمن يمدد مهمة ""المينورسو"" لسنة واحدة",politique,https://m.hespress.com/politique/448813.html,[],"
تمديد مهمة المينورسو لسنة، لمائة سنة أو لألف سنة لا يهمنا على الإطلاق .. المهم هو أن الصحراء في مغربها والمغرب في صحرائه إلى أن يرث الله الأرض ومن عليها. كل من يعادي الوحدة الترابية إلى مزبلة التاريخ. التاريخ شاهد على أن الصاحراء كانت دوما أرض أمازيغية وعربية وإسلامية وستبقى كذلك شاء من شاء وأبى من أبى.
", تمديد مهمة المينورسو لسنة لمائة لألف يهمنا الإطلاق المهم الصحراء مغربها والمغرب صحرائه يرث الله الأرض يعادي الوحدة الترابية مزبلة التاريخ التاريخ شاهد الصاحراء دوما أرض أمازيغية وعربية وإسلامية وستبقى شاء شاء وأبى أبى 
"مجلس الأمن يمدد مهمة ""المينورسو"" لسنة واحدة",politique,https://m.hespress.com/politique/448813.html,[],"
على الانفصاليين ان يفهموا وان يرسخوا في ادهانهم اننا وكمغاربة لا نقبل اية مساومة وان لا تنازل على حبة رمل من الصحراء وانهم مغاربة ولا ينفعهم الانفصال ما ينفعهم هو وطنهم المغرب واخوانهم المغاربة
", الانفصاليين يفهموا يرسخوا ادهانهم اننا وكمغاربة نقبل اية مساومة تنازل حبة رمل الصحراء وانهم مغاربة ينفعهم الانفصال ينفعهم وطنهم المغرب واخوانهم المغاربة 
"مجلس الأمن يمدد مهمة ""المينورسو"" لسنة واحدة",politique,https://m.hespress.com/politique/448813.html,[],"
إلي متي ستبقا سياسة الحوار مع جبهت المصطنعة وأن الامم المتحدة لا يس لها مصلحة في أن نعيش في ستقرار أريد من جيشنا أن يمحيهم من علي وجه الأرض وتنتهي القصة
", متي ستبقا سياسة الحوار جبهت المصطنعة الامم المتحدة يس مصلحة نعيش ستقرار أريد جيشنا يمحيهم وجه الأرض وتنتهي القصة 
"مجلس الأمن يمدد مهمة ""المينورسو"" لسنة واحدة",politique,https://m.hespress.com/politique/448813.html,[],"
مع الأسف الشديد الكرة في ملعب جيراننا الذين طغوا في البلاد واكثروا فيها الفساد.الشعب الجزائري الشقيق ارضه تضخ نفطا يجعله من اغنياء الدول في العالم ومع الأسف نسمع انه يفتش في القمامات لعله يجد ما يغذيه او يعشيه.والله يبقى الانسان حائرا من حكام الجزائر منذ بومدين الى بتفليقة الى القايد العسكري الذي اغتصب الحكم ويريدان يفرض خطته غصبا وبالتالي يغتصب حتى الشرعية السياسية من الشعب الجزائري الشقيق.والله لقد ابتلى الشعب الجزائري بهؤلاء الحكام وابتلينا نحن كمغاربة معهم بحيث ينشرون الألغام السياسية الخطيرة في طريقنا ويقولون نريد ان يطبق مبدأ تقرير المصير في الصحراء المغربية وكان عليهم ان يطبقوها في الصحراء الجزائرية أولا
", الأسف الشديد الكرة ملعب جيراننا طغوا البلاد واكثروا الفساد الشعب الجزائري الشقيق ارضه تضخ نفطا يجعله اغنياء الدول العالم الأسف نسمع يفتش القمامات لعله يجد يغذيه يعشيه والله يبقى الانسان حائرا حكام الجزائر بومدين بتفليقة القايد العسكري اغتصب الحكم ويريدان يفرض خطته غصبا وبالتالي يغتصب الشرعية السياسية الشعب الجزائري الشقيق والله لقد ابتلى الشعب الجزائري بهؤلاء الحكام وابتلينا كمغاربة معهم بحيث ينشرون الألغام السياسية الخطيرة طريقنا ويقولون نريد يطبق مبدأ تقرير المصير الصحراء المغربية عليهم يطبقوها الصحراء الجزائرية أولا 
"مجلس الأمن يمدد مهمة ""المينورسو"" لسنة واحدة",politique,https://m.hespress.com/politique/448813.html,[],"
قاليك مجلس الأمن يمدد مهمة ""المينورسو"" لسنة واحدة فقط ! واصلا ماكان يخص تمديد ولو حتى يوم واحد . المغرب لا يهمه ما يسمى قوة ""المينورسو"" والأمم المتحدة من جانبها تحمي ""جبهة البوليساريو"" وتحافظ على الأمل حتى يتخلى المغرب عن شئ من صحرائه", قاليك مجلس الأمن يمدد مهمة المينورسو لسنة واحدة واصلا ماكان يخص تمديد المغرب يهمه يسمى المينورسو والأمم المتحدة جانبها تحمي جبهة البوليساريو وتحافظ الأمل يتخلى المغرب شئ صحرائه
"مجلس الأمن يمدد مهمة ""المينورسو"" لسنة واحدة",politique,https://m.hespress.com/politique/448813.html,[],"
le Maroc s'en fiche complètement de la force dites"" minurso"" et L’ONU de son coté protégé le ""polisario"" et garde espoir afin que le Maroc baisse les bas et cèdent quelque chose de son Sahara
", le maroc s en fich complètement de la forc dite minurso et l onu de son coté protégé le polisario et gard espoir afin que le maroc baiss le ba et cèdent quelqu chose de son sahara 
"مجلس الأمن يمدد مهمة ""المينورسو"" لسنة واحدة",politique,https://m.hespress.com/politique/448813.html,[],"
الخلاصة هي", الخلاصة
"مجلس الأمن يمدد مهمة ""المينورسو"" لسنة واحدة",politique,https://m.hespress.com/politique/448813.html,[],"
حل سياسي واقعي وعملي ودائم قائم على التوافق", حل سياسي واقعي وعملي ودائم قائم التوافق
"مجلس الأمن يمدد مهمة ""المينورسو"" لسنة واحدة",politique,https://m.hespress.com/politique/448813.html,[],"
جاء في القرار الك", جاء القرار الك
صيادلة المملكة يطالبون بإعفاءات ضريبية في قانون مالية 2020‬,societe,https://m.hespress.com/societe/448705.html,[],"
هههه مزيان وزيدو اخلصوليكو الخدامة لي خدامين معاكم ،ويرفعو ليكم في هامش الربح حتى يتعدى 50% ،، اوحتى كراء المحلات ترد ليكم الدولة شي نسبة70%.....ان لم تستحيي فافعل ما شئت ،هذا هو حال في المغرب الكل اصبح اناني انا ومن بعدي الطوفان ،لا احد يهمه حال المواطن البسيط حيث لا دخل قار الى منعدم ،...فالفقير يزداد فقرا والغني يزداد غنى .......طبعا من حقكم وبعض القطاعات كذلك تهدروا لان البلد اصبح في تسيب كبير....
", هههه مزيان وزيدو اخلصوليكو الخدامة خدامين معاكم ويرفعو ليكم هامش الربح يتعدى اوحتى كراء المحلات ترد ليكم الدولة شي نسبة تستحيي فافعل شئت حال المغرب الكل اناني انا بعدي الطوفان يهمه حال المواطن البسيط دخل قار منعدم فالفقير يزداد فقرا والغني يزداد غنى طبعا حقكم وبعض القطاعات تهدروا لان البلد تسيب كبير 
صيادلة المملكة يطالبون بإعفاءات ضريبية في قانون مالية 2020‬,societe,https://m.hespress.com/societe/448705.html,[],"
أنا مستعد للتعاطف مع صيادلتنا بشرط أن يداوموا على التواجد الفعلي بصيدلياتهم. لا يمكن لي أن أتضامن مع بائع أدوية فوض حتى أمر النصح و الإرشاد للمساعدين المشرفين على شؤون دكانه.
", مستعد للتعاطف صيادلتنا بشرط يداوموا التواجد الفعلي بصيدلياتهم أتضامن بائع أدوية فوض أمر النصح الإرشاد للمساعدين المشرفين شؤون دكانه 
صيادلة المملكة يطالبون بإعفاءات ضريبية في قانون مالية 2020‬,societe,https://m.hespress.com/societe/448705.html,[],"
كل القطاعات تطالب بحذف الضريبة باش غادي التخدم هذ البلاد باش نحاربو البطالة باش نردو الديون اللي مغرقانا في فرنسا الضرائب تحارب البطالة بأداء الشوماج للبطاليين إلى حين العثور على عمل
", القطاعات تطالب بحذف الضريبة باش غادي التخدم هذ البلاد باش نحاربو البطالة باش نردو الديون اللي مغرقانا فرنسا الضرائب تحارب البطالة بأداء الشوماج للبطاليين العثور عمل 
صيادلة المملكة يطالبون بإعفاءات ضريبية في قانون مالية 2020‬,societe,https://m.hespress.com/societe/448705.html,[],"
و هو قطاع الصيدلة و الادوية في المغرب يحتاج الى تعديلات كثيرة, منها ضبط تخصصات الصيدلي, لانه اصبح يلعب دور الطبيب ويبيع ادوية بدون ترخيص من طبيب و يقوم احيانا هو نفسه بالفحص او التشخيص و كتابة قائمة الادوية, ربما لا يحتاجها المريض اصلا, فقط يريد بيعها و الربح...و هذه مسالة خطيرة على صحة المواطنين و جيوبهم على حد سواء
", قطاع الصيدلة الادوية المغرب يحتاج تعديلات كثيرة ضبط تخصصات الصيدلي لانه يلعب دور الطبيب ويبيع ادوية بدون ترخيص طبيب يقوم احيانا بالفحص التشخيص كتابة قائمة الادوية ربما يحتاجها المريض اصلا يريد بيعها الربح مسالة خطيرة صحة المواطنين جيوبهم حد سواء 
صيادلة المملكة يطالبون بإعفاءات ضريبية في قانون مالية 2020‬,societe,https://m.hespress.com/societe/448705.html,[],"
لا تريدون دفع الضريبة .وتتوقعون من الدولة.طرق. والتشغيل والصحة.فهم تسطى. عدم اداء الضريبة يعتبر خيانة للوطن. شانه شان سرقة المال العام. في الدول الغربية.التهرب الضريبي .يعاقب عليه بعقوبات .شديدة لان المس بمداخيل الدولة يقضي على الوطن
", تريدون دفع الضريبة وتتوقعون الدولة طرق والتشغيل والصحة فهم تسطى اداء الضريبة يعتبر خيانة للوطن شانه شان سرقة المال العام الدول الغربية التهرب الضريبي يعاقب بعقوبات شديدة لان المس بمداخيل الدولة يقضي الوطن 
صيادلة المملكة يطالبون بإعفاءات ضريبية في قانون مالية 2020‬,societe,https://m.hespress.com/societe/448705.html,[],"
Ce que je ne tolère pas le plus au Maroc, c'est justement la""mentalité Marocaine""!!! Le Marocain se plaint toujours, ne pense qu'à ses ""droits"" ,il fuit ses devoirs.Le Marocain est opportuniste par excellence.Respecter ses devoirs,c'est TOUTE une Éducation. Ça s'acquiert dés le jeune âge...Dieu merci,il ya des EXCEPTIONS. Heureusement d'ailleurs!!!
", ce que je ne tolèr pa le plu au maroc c est justement la mentalité marocain le marocain se plaint toujour ne pens qu à se droit il fuit se devoir le marocain est opportunist par excel respect se devoir c est tout une éducat ça s acquiert dé le jeun âge dieu merci il ya de except heureus d ailleur 
صيادلة المملكة يطالبون بإعفاءات ضريبية في قانون مالية 2020‬,societe,https://m.hespress.com/societe/448705.html,[],"
يأخدون اكثر من 50% كأرباح من الأدوية ويكلفون مساعديهم لبيع الأدوية وتقديم النصح وهو تجده مقاول يبيع ويشتري وأحيانا تجدهم سماسرة وفي الأخير يطالبون الدولة بإعفاءهم من الضرائب .قمة الأنانية والنرجيسية
", يأخدون كأرباح الأدوية ويكلفون مساعديهم لبيع الأدوية وتقديم النصح تجده مقاول يبيع ويشتري وأحيانا تجدهم سماسرة الأخير يطالبون الدولة بإعفاءهم الضرائب قمة الأنانية والنرجيسية 
صيادلة المملكة يطالبون بإعفاءات ضريبية في قانون مالية 2020‬,societe,https://m.hespress.com/societe/448705.html,[],"
Bin nous aussi les salariés doivent être exonéré de l'IR.
", bin nou aussi le salarié doivent être exonéré de l ir 
صيادلة المملكة يطالبون بإعفاءات ضريبية في قانون مالية 2020‬,societe,https://m.hespress.com/societe/448705.html,[],"
اغلبهم ان لم يكن جميعهم يتوفرون على سيارات فارهة و فيلات و اقامات فاخرة يبيعون الادوية بهامه ربح كبير جدا جدا جدا يقومون بالزامك الدهاب لصيدليات الحراسة ليلا غي اماكن بعيدة نتججة محاربهم لدبويات اليلية و ليوم يريدن عدم اداء الضىيربة للاسف الشديد المغاربة اصبحو جشيعين استغلالين لا حمة و لا وطنية بل المصلحة هي محركهم للاسف الشديد مات الضمر و حب الخير و حب الوطن.
", اغلبهم يكن جميعهم يتوفرون سيارات فارهة فيلات اقامات فاخرة يبيعون الادوية بهامه ربح كبير يقومون بالزامك الدهاب لصيدليات الحراسة ليلا غي اماكن بعيدة نتججة محاربهم لدبويات اليلية ليوم يريدن اداء الضىيربة للاسف الشديد المغاربة اصبحو جشيعين استغلالين حمة وطنية المصلحة محركهم للاسف الشديد مات الضمر حب الخير حب الوطن 
وزارة التعليم تعدّل مقتضيات ملف المتصرفين التربويين,societe,https://m.hespress.com/societe/448724.html,[],"
و ماذا بخهصوص ملف الدكاترة؟؟؟ متى سيتم انقاد هذه الكفاءات من التهميش و الضياع و هضم حقوقها؟؟؟
", بخهصوص ملف الدكاترة سيتم انقاد الكفاءات التهميش الضياع هضم حقوقها 
وزارة التعليم تعدّل مقتضيات ملف المتصرفين التربويين,societe,https://m.hespress.com/societe/448724.html,[],"
هل فعلا سيزال الحيف على المدراء القدامى واحتساب اقدميتهم الادارية وتسميتهم متصرفين تربويين والمشاركة في الترقية خارج السلم؟
", فعلا سيزال الحيف المدراء القدامى واحتساب اقدميتهم الادارية وتسميتهم متصرفين تربويين والمشاركة الترقية خارج السلم 
وزارة التعليم تعدّل مقتضيات ملف المتصرفين التربويين,societe,https://m.hespress.com/societe/448724.html,[],"
سلام تام ،وماذا أيضا عن ملف ترقية المتصرفين من الدرجة الثانية إلى الدرجة الأولى بوزارة التجهيز برسم سنة2015علما أن بعضهم نال تقاعده ولازالت ترقيته على عاتق الحكومة.فحبذا لو قامت الحكومة بالتعجيل بترقية المتصرفين من الدرجة الثانية إلى الأولى دون اعتبار للحصيص المالي مع إعطاء الأولوية للمتقاعدين الذين يبلغ عددهم بضعة عشرات بوزارة التجهيز ،والمسجلين للوائح الترقية برسم سنة2015.فهل من مجيب.
", سلام تام وماذا ملف ترقية المتصرفين الدرجة الدرجة الأولى بوزارة التجهيز برسم علما بعضهم نال تقاعده ولازالت ترقيته عاتق الحكومة فحبذا قامت الحكومة بالتعجيل بترقية المتصرفين الدرجة الأولى اعتبار للحصيص المالي إعطاء الأولوية للمتقاعدين يبلغ عددهم بضعة عشرات بوزارة التجهيز والمسجلين للوائح الترقية برسم فهل مجيب 
وزارة التعليم تعدّل مقتضيات ملف المتصرفين التربويين,societe,https://m.hespress.com/societe/448724.html,[],"
وزارة لا تعطي موظفيها حقوقهم وقيمتهم التي يستحقون، فكيف ستقام قائمة لقطاع التعليم؟؟
", وزارة تعطي موظفيها حقوقهم وقيمتهم يستحقون فكيف ستقام قائمة لقطاع التعليم 
وزارة التعليم تعدّل مقتضيات ملف المتصرفين التربويين,societe,https://m.hespress.com/societe/448724.html,[],"
هل سيصنف المتصرف التربوي ضمن الاطر المشتركة بين الوزارات. وما علاقة متصرف تربوي بهيئة المتصرفين؟
", سيصنف المتصرف التربوي الاطر المشتركة الوزارات علاقة متصرف تربوي بهيئة المتصرفين 
